,Race ID,Driver ID,avg pit time
384,858.0,811.0,18057.0
385,858.0,815.0,22316.5
386,858.0,155.0,21470.5
387,858.0,13.0,20253.0
388,858.0,153.0,32468.5
389,858.0,1.0,19394.5
390,858.0,4.0,20762.5
391,858.0,18.0,20604.5
392,858.0,16.0,20485.0
393,858.0,30.0,20149.0
394,858.0,5.0,20899.0
395,858.0,17.0,21569.0
396,858.0,3.0,19846.0
397,858.0,15.0,20807.5
398,858.0,808.0,20353.0
399,858.0,22.0,22376.5
400,858.0,817.0,22442.5
401,858.0,24.0,21247.0
402,858.0,813.0,16549.0
403,858.0,10.0,21176.5
404,858.0,814.0,20216.0
405,859.0,30.0,22545.333333333332
406,859.0,811.0,20336.5
407,859.0,808.0,22017.333333333332
408,859.0,16.0,21045.0
409,859.0,18.0,21542.0
410,859.0,4.0,20729.666666666668
411,859.0,1.0,20725.333333333332
412,859.0,3.0,20715.5
413,859.0,22.0,21921.666666666668
414,859.0,20.0,21224.333333333332
415,859.0,814.0,21256.0
416,859.0,813.0,21561.0
417,859.0,5.0,22115.0
418,859.0,17.0,20842.0
419,859.0,67.0,22439.0
420,859.0,815.0,21779.0
421,859.0,816.0,22700.5
422,859.0,817.0,23188.5
423,859.0,13.0,21374.5
424,859.0,155.0,23174.0
425,859.0,153.0,22314.0
426,859.0,24.0,22831.0
427,859.0,10.0,22452.0
428,859.0,15.0,22085.5
429,860.0,811.0,26421.333333333332
430,860.0,817.0,26641.333333333332
431,860.0,13.0,22314.666666666668
432,860.0,3.0,23110.0
433,860.0,4.0,21972.5
434,860.0,155.0,24754.0
435,860.0,814.0,24756.0
436,860.0,17.0,23108.5
437,860.0,5.0,25955.0
438,860.0,18.0,23056.0
439,860.0,20.0,24193.5
440,860.0,813.0,23296.5
441,860.0,1.0,23163.0
442,860.0,808.0,24579.0
443,860.0,8.0,24095.5
444,860.0,818.0,23386.0
445,860.0,10.0,25684.0
446,860.0,819.0,30458.333333333332
447,860.0,815.0,23882.0
448,861.0,815.0,24911.333333333332
449,861.0,811.0,26519.75
450,861.0,814.0,23006.333333333332
451,861.0,13.0,24629.5
452,861.0,10.0,25382.0
453,861.0,819.0,32694.333333333332
454,861.0,18.0,26746.0
455,861.0,4.0,23350.333333333332
456,861.0,807.0,23587.666666666668
457,861.0,817.0,24066.75
458,861.0,808.0,28137.333333333332
459,861.0,5.0,28922.75
460,861.0,1.0,26190.0
461,861.0,17.0,24700.333333333332
462,861.0,20.0,24649.25
463,861.0,3.0,24270.0
464,861.0,813.0,23634.75
465,861.0,8.0,25856.666666666668
466,861.0,155.0,26013.0
467,861.0,30.0,23696.0
468,861.0,37.0,27684.666666666668
469,861.0,818.0,23779.5
470,861.0,39.0,32288.0
471,862.0,4.0,20152.0
472,862.0,8.0,21463.5
473,862.0,818.0,22996.333333333332
474,862.0,5.0,27689.0
475,862.0,811.0,21253.5
476,862.0,808.0,21929.0
477,862.0,807.0,26717.0
478,862.0,20.0,21297.5
479,862.0,154.0,23509.5
480,862.0,37.0,23561.0
481,862.0,814.0,20696.5
482,862.0,813.0,21399.0
483,862.0,817.0,22101.0
484,862.0,39.0,24044.0
485,862.0,3.0,20879.0
486,862.0,17.0,20440.666666666668
487,862.0,815.0,22787.0
488,862.0,10.0,21421.0
489,862.0,819.0,19955.333333333332
490,862.0,1.0,20590.333333333332
491,862.0,155.0,21452.666666666668
492,862.0,18.0,22551.666666666668
493,862.0,13.0,20150.5
494,862.0,30.0,21746.0
495,863.0,5.0,23795.5
496,863.0,817.0,23539.666666666668
497,863.0,18.0,22961.25
498,863.0,13.0,22486.0
499,863.0,3.0,22339.666666666668
500,863.0,1.0,27553.0
501,863.0,17.0,22196.666666666668
502,863.0,4.0,22916.666666666668
503,863.0,815.0,23253.333333333332
504,863.0,811.0,22837.0
505,863.0,30.0,22092.0
506,863.0,807.0,22473.0
507,863.0,37.0,24060.333333333332
508,863.0,154.0,22968.333333333332
509,863.0,818.0,22785.666666666668
510,863.0,808.0,23333.0
511,863.0,10.0,25334.666666666668
512,863.0,39.0,25458.5
513,863.0,20.0,22178.0
514,863.0,8.0,22457.0
515,863.0,813.0,22599.0
516,863.0,819.0,24020.0
517,863.0,814.0,22276.0
518,863.0,155.0,24340.666666666668
519,864.0,815.0,23816.666666666668
520,864.0,17.0,21704.0
521,864.0,20.0,19711.75
522,864.0,155.0,21317.333333333332
523,864.0,3.0,20252.666666666668
524,864.0,18.0,20427.333333333332
525,864.0,814.0,20511.333333333332
526,864.0,4.0,19863.0
527,864.0,154.0,20824.333333333332
528,864.0,30.0,20113.0
529,864.0,818.0,21164.333333333332
530,864.0,13.0,18933.25
531,864.0,807.0,20531.333333333332
532,864.0,808.0,23248.333333333332
533,864.0,37.0,21856.0
534,864.0,813.0,21222.333333333332
535,864.0,8.0,20383.666666666668
536,864.0,817.0,20424.666666666668
537,864.0,39.0,22016.5
538,864.0,5.0,21710.333333333332
539,864.0,1.0,20971.5
540,864.0,10.0,20884.333333333332
541,864.0,819.0,21137.0
542,865.0,155.0,28390.0
543,865.0,808.0,39391.0
544,865.0,818.0,26110.0
545,865.0,3.0,24874.0
546,865.0,17.0,25566.0
547,865.0,1.0,25748.0
548,865.0,8.0,26380.0
549,865.0,807.0,26447.0
550,865.0,811.0,26410.0
551,865.0,39.0,27139.5
552,865.0,4.0,25220.0
553,865.0,5.0,28679.5
554,865.0,10.0,31035.0
555,865.0,13.0,24993.0
556,865.0,819.0,27186.0
557,865.0,30.0,25117.0
558,865.0,815.0,22671.5
559,865.0,814.0,25642.0
560,865.0,18.0,25219.0
561,865.0,817.0,25335.0
562,865.0,20.0,25079.0
563,866.0,13.0,21121.5
564,866.0,814.0,21611.5
565,866.0,30.0,22165.5
566,866.0,18.0,21652.0
567,866.0,20.0,22033.5
568,866.0,818.0,20027.333333333332
569,866.0,1.0,21952.5
570,866.0,17.0,21226.5
571,866.0,817.0,21623.5
572,866.0,5.0,21718.5
573,866.0,808.0,21645.5
574,866.0,4.0,21133.0
575,866.0,3.0,21200.5
576,866.0,154.0,21830.0
577,866.0,807.0,24121.5
578,866.0,811.0,22781.0
579,866.0,155.0,21453.0
580,866.0,10.0,25520.0
581,866.0,819.0,23291.0
582,866.0,813.0,22704.0
583,866.0,8.0,21534.0
584,866.0,815.0,21407.0
585,867.0,18.0,19943.0
586,867.0,815.0,20968.0
587,867.0,13.0,25035.25
588,867.0,819.0,27237.0
589,867.0,5.0,22742.5
590,867.0,1.0,25218.0
591,867.0,808.0,23539.25
592,867.0,155.0,24395.0
593,867.0,8.0,21491.0
594,867.0,813.0,21433.5
595,867.0,807.0,20765.0
596,867.0,817.0,21903.0
597,867.0,37.0,23126.0
598,867.0,4.0,20253.5
599,867.0,39.0,21360.0
600,867.0,20.0,20190.0
601,867.0,154.0,21831.0
602,867.0,818.0,21303.0
603,867.0,30.0,20259.0
604,867.0,17.0,20234.0
605,867.0,3.0,20370.0
606,867.0,811.0,21549.5
607,867.0,814.0,20295.0
608,868.0,819.0,26238.5
609,868.0,17.0,25516.5
610,868.0,813.0,29349.0
611,868.0,13.0,25217.5
612,868.0,8.0,25726.0
613,868.0,811.0,26278.0
614,868.0,818.0,26344.5
615,868.0,4.0,25185.0
616,868.0,3.0,29359.0
617,868.0,155.0,33026.5
618,868.0,807.0,25752.0
619,868.0,18.0,24950.0
620,868.0,817.0,25619.5
621,868.0,39.0,28926.0
622,868.0,10.0,25703.0
623,868.0,1.0,24750.5
624,868.0,154.0,29794.5
625,868.0,37.0,27715.0
626,868.0,5.0,26315.0
627,868.0,20.0,25574.0
628,868.0,814.0,32790.0
629,868.0,815.0,25192.0
630,868.0,30.0,25745.0
631,869.0,13.0,20622.0
632,869.0,811.0,28359.0
633,869.0,154.0,25299.0
634,869.0,1.0,19162.333333333332
635,869.0,818.0,19091.666666666668
636,869.0,814.0,17933.5
637,869.0,8.0,17868.5
638,869.0,807.0,18364.333333333332
639,869.0,17.0,17771.5
640,869.0,3.0,18343.333333333332
641,869.0,813.0,18980.333333333332
642,869.0,5.0,21601.75
643,869.0,30.0,18196.0
644,869.0,808.0,18826.333333333332
645,869.0,815.0,18171.0
646,869.0,4.0,17756.0
647,869.0,18.0,17349.0
648,869.0,817.0,18182.0
649,869.0,10.0,20175.5
650,869.0,20.0,17685.5
651,869.0,37.0,20257.0
652,869.0,819.0,18606.0
653,869.0,155.0,19040.5
654,869.0,39.0,19458.5
655,870.0,30.0,18346.0
656,870.0,155.0,20149.5
657,870.0,818.0,19866.25
658,870.0,817.0,20055.666666666668
659,870.0,18.0,19615.333333333332
660,870.0,807.0,20671.5
661,870.0,813.0,17755.0
662,870.0,811.0,20408.5
663,870.0,3.0,20492.0
664,870.0,814.0,20406.0
665,870.0,20.0,19225.0
666,870.0,4.0,19517.0
667,870.0,5.0,21067.333333333332
668,870.0,1.0,19747.5
669,870.0,13.0,19949.0
670,870.0,808.0,20725.666666666668
671,870.0,39.0,21645.0
672,870.0,154.0,21191.0
673,870.0,10.0,20860.0
674,870.0,8.0,19929.5
675,870.0,17.0,19390.666666666668
676,870.0,819.0,21146.5
677,870.0,815.0,20268.0
678,870.0,37.0,22104.5
679,871.0,37.0,25399.333333333332
680,871.0,155.0,23674.333333333332
681,871.0,813.0,21842.0
682,871.0,814.0,21258.5
683,871.0,8.0,20336.0
684,871.0,17.0,20646.5
685,871.0,10.0,21561.5
686,871.0,817.0,20673.5
687,871.0,13.0,20677.5
688,871.0,808.0,23576.0
689,871.0,807.0,21424.0
690,871.0,5.0,37068.5
691,871.0,39.0,23238.0
692,871.0,818.0,20868.5
693,871.0,811.0,21860.0
694,871.0,819.0,21611.0
695,871.0,30.0,21249.5
696,871.0,18.0,19668.0
697,871.0,3.0,20798.0
698,871.0,20.0,20811.0
699,872.0,10.0,25664.0
700,872.0,813.0,22392.0
701,872.0,3.0,22100.0
702,872.0,30.0,22278.5
703,872.0,8.0,21730.0
704,872.0,5.0,22323.5
705,872.0,819.0,23042.5
706,872.0,13.0,22161.0
707,872.0,808.0,22496.5
708,872.0,20.0,18655.5
709,872.0,4.0,21515.0
710,872.0,155.0,22874.0
711,872.0,17.0,21556.0
712,872.0,814.0,22190.0
713,872.0,18.0,23375.0
714,872.0,37.0,23488.0
715,872.0,1.0,20736.0
716,872.0,39.0,31745.0
717,872.0,817.0,21720.0
718,872.0,811.0,22985.0
719,872.0,807.0,22746.0
720,872.0,816.0,21962.0
721,872.0,815.0,22472.0
722,873.0,10.0,31496.0
723,873.0,5.0,30257.0
724,873.0,17.0,29328.333333333332
725,873.0,813.0,30585.0
726,873.0,4.0,29373.5
727,873.0,155.0,32560.333333333332
728,873.0,808.0,34512.0
729,873.0,37.0,36589.333333333336
730,873.0,817.0,30390.5
731,873.0,8.0,29519.5
732,873.0,20.0,30127.0
733,873.0,18.0,29840.5
734,873.0,819.0,30740.5
735,873.0,814.0,30527.5
736,873.0,3.0,29616.5
737,873.0,154.0,31916.5
738,873.0,30.0,30608.5
739,873.0,811.0,30609.666666666668
740,873.0,13.0,30272.0
741,873.0,807.0,31859.0
742,873.0,815.0,30130.0
743,873.0,1.0,29124.0
744,873.0,818.0,30198.5
745,873.0,39.0,32436.0
746,874.0,154.0,27755.0
747,874.0,811.0,21191.0
748,874.0,17.0,26576.5
749,874.0,18.0,20666.0
750,874.0,8.0,21061.5
751,874.0,807.0,21347.5
752,874.0,814.0,21203.5
753,874.0,155.0,20772.5
754,874.0,819.0,31924.0
755,874.0,815.0,21273.0
756,874.0,39.0,23227.0
757,874.0,1.0,20471.0
758,874.0,813.0,21239.5
759,874.0,20.0,20427.0
760,874.0,13.0,20857.0
761,874.0,817.0,21730.0
762,874.0,30.0,20511.0
763,874.0,37.0,24387.0
764,874.0,5.0,22747.0
765,874.0,818.0,21979.5
766,874.0,808.0,18995.0
767,874.0,10.0,21091.0
768,875.0,155.0,23494.5
769,875.0,1.0,19954.0
770,875.0,807.0,21553.5
771,875.0,154.0,21308.0
772,875.0,30.0,20181.5
773,875.0,818.0,21026.5
774,875.0,5.0,21692.5
775,875.0,17.0,19713.5
776,875.0,13.0,20731.0
777,875.0,8.0,20611.5
778,875.0,817.0,20477.5
779,875.0,811.0,22349.5
780,875.0,808.0,21929.5
781,875.0,10.0,21414.0
782,875.0,20.0,19815.5
783,875.0,4.0,20010.0
784,875.0,814.0,20511.5
785,875.0,819.0,21660.5
786,875.0,815.0,22587.5
787,875.0,39.0,22749.0
788,875.0,813.0,21137.0
789,876.0,818.0,23377.5
790,876.0,30.0,23179.0
791,876.0,815.0,22922.0
792,876.0,18.0,21509.0
793,876.0,811.0,22047.0
794,876.0,39.0,24544.0
795,876.0,8.0,21404.0
796,876.0,3.0,21490.0
797,876.0,813.0,25028.0
798,876.0,817.0,22637.0
799,876.0,13.0,21100.0
800,876.0,807.0,21654.0
801,876.0,814.0,23948.0
802,876.0,819.0,22692.0
803,876.0,4.0,20800.0
804,876.0,17.0,20808.0
805,876.0,808.0,22445.0
806,876.0,10.0,27303.0
807,876.0,1.0,20852.0
808,876.0,5.0,22967.0
809,876.0,20.0,20707.0
810,876.0,37.0,23830.0
811,876.0,154.0,20976.0
812,876.0,155.0,22726.0
813,877.0,3.0,29277.0
814,877.0,154.0,23537.0
815,877.0,814.0,22254.666666666668
816,877.0,818.0,20102.0
817,877.0,20.0,22440.0
818,877.0,155.0,19529.0
819,877.0,13.0,19585.0
820,877.0,817.0,20676.5
821,877.0,819.0,21941.0
822,877.0,30.0,20485.5
823,877.0,10.0,19884.0
824,877.0,808.0,20769.0
825,877.0,4.0,19368.0
826,877.0,5.0,23032.0
827,877.0,37.0,22272.0
828,877.0,18.0,19455.0
829,877.0,813.0,20723.0
830,877.0,815.0,26591.666666666668
831,877.0,17.0,19066.0
832,877.0,8.0,20278.0
833,877.0,811.0,22587.0
834,878.0,154.0,21190.0
835,878.0,155.0,24079.0
836,878.0,30.0,21780.0
837,878.0,807.0,22099.0
838,878.0,1.0,20814.0
839,878.0,4.0,24439.0
840,878.0,811.0,22143.0
841,878.0,20.0,20904.0
842,878.0,814.0,22471.0
843,878.0,813.0,22342.0
844,878.0,5.0,22713.0
845,878.0,10.0,23092.0
846,878.0,815.0,22079.0
847,878.0,808.0,22762.0
848,878.0,8.0,24840.0
849,878.0,37.0,24798.0
850,878.0,39.0,24497.0
851,878.0,13.0,21520.0
852,878.0,819.0,22379.0
853,878.0,817.0,22651.0
854,878.0,3.0,21346.0
855,878.0,18.0,21445.0
856,879.0,8.0,25527.0
857,879.0,30.0,23134.0
858,879.0,155.0,28114.333333333332
859,879.0,3.0,25213.5
860,879.0,817.0,22072.0
861,879.0,17.0,21788.333333333332
862,879.0,1.0,23008.0
863,879.0,4.0,22444.666666666668
864,879.0,20.0,23300.25
865,879.0,814.0,24029.666666666668
866,879.0,39.0,26239.25
867,879.0,819.0,23418.333333333332
868,879.0,10.0,23263.25
869,879.0,808.0,24395.0
870,879.0,37.0,25561.25
871,879.0,13.0,22234.333333333332
872,879.0,818.0,22925.25
873,879.0,5.0,25858.4
874,879.0,807.0,19241.666666666668
875,879.0,18.0,21503.0
876,880.0,18.0,22463.666666666668
877,880.0,17.0,22490.666666666668
878,880.0,154.0,22302.0
879,880.0,821.0,22315.5
880,880.0,822.0,23601.0
881,880.0,820.0,30116.666666666668
882,880.0,20.0,22035.666666666668
883,880.0,823.0,23951.666666666668
884,880.0,13.0,21591.333333333332
885,880.0,814.0,23030.5
886,880.0,819.0,23451.5
887,880.0,4.0,21700.666666666668
888,880.0,8.0,22445.0
889,880.0,818.0,23640.666666666668
890,880.0,824.0,23142.333333333332
891,880.0,813.0,23099.0
892,880.0,1.0,21982.666666666668
