Race ID,Driver ID,position,avg laptime,Avg Pit Time
899,3,5.0,78807.71830985915,23040.5
900,3,1.0,97872.1052631579,24002.0
901,3,2.0,107915.83928571428,24888.0
902,3,2.0,104979.43859649122,24879.0
903,3,2.0,104133.85714285714,23183.0
904,3,2.0,91905.92424242424,22281.5
905,3,1.0,84200.78205128205,24672.0
906,3,2.0,85100.94285714286,24492.0
907,3,1.0,74295.43661971831,21569.0
908,3,1.0,229456.7142857143,28329.0
909,3,1.0,83924.0895522388,20156.0
910,3,4.0,97020.27142857145,22897.33333333333
911,3,2.0,115453.15909090907,25441.666666666668
912,3,2.0,89687.0,24583.0
914,3,2.0,152550.02272727274,395024.6666666667
915,3,2.0,104233.98113207548,33820.0
916,3,2.0,107305.33928571428,24473.0
917,3,1.0,76092.32394366198,23438.666666666668
918,3,14.0,110265.62962962964,22912.0
926,3,2.0,95093.56896551725,22105.0
927,3,3.0,108537.55357142857,27533.0
928,3,2.0,106834.32142857143,22656.0
929,3,3.0,100207.75438596492,25364.5
930,3,1.0,92008.40909090907,22161.0
931,3,1.0,84082.30769230769,24789.0
932,3,2.0,78791.85714285714,23321.0
933,3,1.0,76294.78873239437,21768.0
934,3,2.0,105743.94230769233,29393.0
936,3,8.0,93171.89855072464,20554.2
937,3,2.0,116801.04651162792,22881.0
938,3,3.0,88872.64,24657.0
939,3,4.0,119784.22950819672,30224.5
940,3,2.0,100103.24528301888,23159.5
942,3,2.0,118849.16071428572,24941.0
943,3,1.0,86690.67605633802,22347.0
944,3,1.0,77029.43661971831,23802.0
945,3,1.0,107457.72727272728,21608.5
948,3,1.0,113957.28070175438,555417.0
949,3,1.0,98503.43859649122,25973.666666666668
950,3,1.0,105962.33928571428,23195.0
951,3,1.0,104943.3396226415,29709.0
953,3,7.0,93107.98717948716,27189.0
954,3,5.0,78962.7,22597.0
955,3,1.0,109262.07843137256,20058.0
956,3,4.0,74293.19718309859,19776.0
957,3,2.0,109668.1153846154,29555.0
958,3,2.0,86172.74285714286,21792.0
959,3,4.0,81493.20895522388,22331.0
960,3,1.0,142978.5909090909,509373.0
961,3,1.0,87699.7924528302,25550.0
962,3,1.0,113917.2131147541,28622.0
963,3,3.0,104433.78571428572,23962.33333333333
964,3,1.0,98176.09433962264,22911.5
965,3,2.0,105306.03571428572,23837.5
966,3,2.0,85066.98591549296,21997.0
967,3,2.0,153137.8873239437,1745685.5
968,3,2.0,106990.03636363636,22485.5
841,4,4.0,93138.46551724138,24055.0
842,4,6.0,105305.0,24510.0
843,4,7.0,104443.71428571428,21887.5
844,4,3.0,93579.87931034484,21530.25
845,4,5.0,91597.78461538462,20480.75
846,4,2.0,99737.32051282052,28367.0
847,4,10.0,320540.5277777777,25456.666666666668
848,4,2.0,105036.1403508772,20721.33333333333
849,4,1.0,102330.69230769233,24671.33333333333
850,4,2.0,97571.9,20146.666666666668
851,4,3.0,91745.08571428571,21539.0
852,4,4.0,118588.97727272728,21118.5
853,4,3.0,91756.24528301888,22264.0
854,4,4.0,118068.95081967211,30326.666666666668
855,4,2.0,102916.7358490566,21065.666666666668
856,4,5.0,107230.6,20808.5
857,4,3.0,90988.38333333332,21814.0
858,4,2.0,106188.05454545456,20762.5
859,4,4.0,78486.08450704225,20729.666666666668
860,4,5.0,97778.10344827586,21972.5
861,4,1.0,176639.5,23350.33333333333
862,4,9.0,104003.30357142857,20152.0
863,4,7.0,101206.8947368421,22916.666666666668
864,4,2.0,90186.9696969697,19863.0
865,4,3.0,81634.66666666667,25220.0
866,4,5.0,79471.38571428572,21133.0
867,4,1.0,109765.77192982456,20253.5
868,4,1.0,98352.84615384616,25185.0
869,4,1.0,81580.02985074627,17756.0
870,4,5.0,88292.11594202899,19517.0
872,4,3.0,90600.28301886792,21515.0
873,4,3.0,122735.10169491524,29373.5
875,4,3.0,105501.72727272728,20010.0
876,4,2.0,91336.35,20800.0
877,4,2.0,115627.61818181818,19368.0
878,4,3.0,103473.17857142857,24439.0
879,4,2.0,89090.28169014085,22444.666666666668
880,4,2.0,93373.72413793104,21700.666666666668
882,4,1.0,103338.30357142857,20417.33333333333
883,4,8.0,101720.56140350878,21700.75
884,4,1.0,90251.45454545454,19212.75
885,4,7.0,106394.7435897436,24489.0
886,4,2.0,79193.58571428571,20574.0
887,4,3.0,107434.23076923077,24793.0
888,4,4.0,101373.86666666668,19738.0
890,4,5.0,88297.94285714286,21867.0
891,4,2.0,114524.20454545454,22537.5
892,4,2.0,89034.32075471699,24208.0
893,4,2.0,117799.32786885246,29306.0
894,4,6.0,113088.90909090907,22507.5
895,4,4.0,99149.16981132075,22742.0
896,4,11.0,92508.06666666668,25820.33333333333
897,4,5.0,108241.58181818182,21491.5
898,4,5.0,106906.07142857143,23817.0
899,4,3.0,78524.12676056338,22743.5
99,48,10.0,78232.84285714285,22743.5
900,4,5.0,98491.12280701754,22432.5
901,4,4.0,108249.39285714286,24443.0
902,4,9.0,105532.24561403508,24946.33333333333
903,4,3.0,104260.26785714286,22861.5
904,4,6.0,93225.72727272728,21882.666666666668
905,4,4.0,84616.83333333333,26499.0
906,4,6.0,85252.84285714285,23861.0
907,4,5.0,74556.74647887323,21255.0
908,4,6.0,170616.15384615384,34410.0
909,4,5.0,84707.17910447762,19171.33333333333
910,4,2.0,97004.04285714286,21943.5
911,4,4.0,116766.31818181818,25947.0
912,4,11.0,91759.32142857143,24913.0
913,4,4.0,120336.4,28904.33333333333
914,4,5.0,189621.5,1137051.0
915,4,6.0,105108.679245283,35112.0
916,4,6.0,108928.85714285714,24367.0
917,4,6.0,76964.23943661971,23163.0
918,4,9.0,109607.85454545454,21843.5
927,4,14.0,115536.61904761904,25222.0
928,4,12.0,108868.70909090908,23291.5
929,4,11.0,102226.125,25124.0
930,4,16.0,95999.53846153848,23728.0
931,4,9.0,82539.56097560975,30345.0
932,4,16.0,81536.70454545454,23553.0
934,4,10.0,109199.70588235294,44158.0
936,4,5.0,93029.91304347826,20140.8
937,4,13.0,119853.92857142857,24089.0
938,4,16.0,92344.8510638298,21852.0
939,4,10.0,122099.0303030303,34237.0
940,4,11.0,102138.90384615384,23703.5
941,4,10.0,111645.92452830188,29539.0
942,4,11.0,119777.125,27341.0
944,4,16.0,79155.44285714286,23336.33333333333
945,4,17.0,112409.83018867925,26435.25
948,4,13.0,96207.75,21796.0
950,4,12.0,107699.0,22900.5
951,4,6.0,107021.21153846152,29751.0
952,4,12.0,95254.75555555556,22391.0
953,4,5.0,93002.67948717948,26174.0
954,4,11.0,79925.92753623189,27952.0
955,4,16.0,112829.30952380953,20468.0
956,4,13.0,75722.53125,19940.25
957,4,13.0,112054.76470588236,30036.33333333333
958,4,7.0,87476.37681159421,21998.0
959,4,12.0,82872.80303030302,19275.0
960,4,7.0,144329.61363636365,510342.5
961,4,14.0,89975.96153846153,24873.0
962,4,7.0,115379.47540983609,28143.666666666668
963,4,7.0,105321.08928571428,24392.0
964,4,16.0,100738.92307692308,22909.0
965,4,5.0,106903.05357142857,24491.5
966,4,13.0,86877.12857142858,23816.0
967,4,10.0,153602.35211267605,1172476.0
968,4,10.0,108071.07272727272,22338.0
969,4,10.0,91728.38,22484.0
970,4,8.0,111278.27272727272,19039.5
971,4,14.0,101404.44444444444,24822.5
973,4,12.0,90263.234375,22989.0
975,4,10.0,81305.30303030302,23526.0
976,4,9.0,146963.21568627452,449836.0
978,4,16.0,100933.625,28269.0
979,4,6.0,86541.94285714286,22399.0
980,4,8.0,114829.76,24158.0
981,4,15.0,88360.3,24442.0
982,4,17.0,164392.375,30610.666666666668
983,4,11.0,99096.4909090909,25798.0
984,4,11.0,101072.40384615384,24636.0
985,4,7.0,104177.45833333331,23796.0
986,4,10.0,83405.11428571428,22655.0
987,4,8.0,78248.23943661971,19328.75
988,4,9.0,104921.37037037036,22541.0
989,4,10.0,93123.60344827586,22573.0
990,4,9.0,98634.82142857143,24787.0
991,4,7.0,102982.48214285714,24110.0
992,4,7.0,122259.25490196078,39040.5
993,4,8.0,89046.58461538462,21721.0
994,4,8.0,79687.98076923077,24241.0
995,4,11.0,82119.675,23099.0
996,4,16.0,105281.78,25288.5
997,4,8.0,70945.18571428572,21588.0
998,4,8.0,101555.75,28377.0
999,4,16.0,84813.78461538462,20334.0
841,5,17.0,98761.0,24865.0
842,5,15.0,107336.7818181818,26210.0
843,5,16.0,106036.8,22187.5
844,5,19.0,96810.23214285714,22533.666666666668
845,5,20.0,94524.54166666669,21631.33333333333
846,5,14.0,102893.2105263158,26177.5
847,5,21.0,379323.6071428572,44037.0
848,5,19.0,108870.45454545454,22333.0
850,5,16.0,101566.91379310343,21631.5
851,5,17.0,97977.03636363636,21997.6
852,5,15.0,121454.7906976744,24284.666666666668
853,5,13.0,95040.6274509804,22954.5
854,5,16.0,122389.44067796612,31676.666666666668
855,5,18.0,104551.90566037736,21821.0
856,5,14.0,109080.94444444444,22310.0
857,5,14.0,93820.60344827586,22113.5
858,5,17.0,109588.01851851853,20899.0
859,5,16.0,80818.73913043478,22115.0
860,5,16.0,100754.65789473684,25955.0
861,5,18.0,180942.07272727272,28922.75
862,5,23.0,110538.58490566038,27689.0
863,5,17.0,102537.35714285714,23795.5
864,5,16.0,92170.06153846154,21710.33333333333
865,5,13.0,83291.18181818182,28679.5
866,5,18.0,80932.40579710146,21718.5
867,5,14.0,111426.36842105264,22742.5
868,5,21.0,101147.09803921568,26315.0
869,5,19.0,84390.89230769231,21601.75
870,5,17.0,90360.2794117647,21067.33333333333
871,5,17.0,126265.13953488372,37068.5
872,5,14.0,92352.30769230767,22323.5
873,5,15.0,124306.96610169492,30257.0
874,5,15.0,103386.67307692308,22747.0
875,5,17.0,108558.0925925926,21692.5
876,5,18.0,94087.25423728811,22967.0
877,5,13.0,116480.56363636364,23032.0
878,5,18.0,106225.90909090907,22713.0
879,5,14.0,90822.07142857143,25858.4
898,5,15.0,108075.19642857143,30828.0
899,5,14.0,79611.78571428571,22832.5
860,8,7.0,98061.70689655172,24095.5
861,8,5.0,177165.5,25856.666666666668
862,8,14.0,104241.10714285714,21463.5
863,8,2.0,100251.28070175438,22457.0
864,8,3.0,90197.40909090907,20383.666666666668
865,8,9.0,82187.08974358975,26380.0
866,8,8.0,79502.18571428572,21534.0
867,8,2.0,109878.42105263156,21491.0
868,8,7.0,98492.34615384616,25726.0
869,8,4.0,81824.94029850746,17868.5
870,8,2.0,87920.79710144928,19929.5
871,8,3.0,122133.27272727272,20336.0
872,8,5.0,90794.37735849056,21730.0
873,8,6.0,123083.10169491524,29519.5
874,8,6.0,101635.2075471698,21061.5
875,8,5.0,105916.18181818182,20611.5
876,8,7.0,91932.85,21404.0
877,8,1.0,115612.12727272727,20278.0
878,8,6.0,103923.10714285714,24840.0
879,8,10.0,90337.45714285714,25527.0
880,8,1.0,93159.05172413791,22445.0
881,8,7.0,106877.85714285714,23495.0
882,8,2.0,103519.875,20658.666666666668
883,8,2.0,101221.2105263158,22219.0
884,8,2.0,90392.9393939394,19968.33333333333
885,8,10.0,106521.0,24772.5
886,8,9.0,80603.50724637682,25182.0
887,8,5.0,107513.71153846152,24710.0
888,8,2.0,101261.98333333334,19765.33333333333
890,8,2.0,88005.47142857143,21902.0
891,8,9.0,117073.92,23744.0
892,8,11.0,89661.2641509434,27869.5
893,8,3.0,117984.45901639343,31241.0
894,8,2.0,112689.54545454546,23080.0
895,8,5.0,99181.62264150944,23301.5
896,8,7.0,92336.25,25565.0
900,8,8.0,98883.94736842104,23684.0
901,8,12.0,110139.52727272728,25020.666666666668
902,8,10.0,105547.45614035089,24959.0
903,8,8.0,105300.0,23142.5
904,8,7.0,93360.72307692308,22391.5
905,8,12.0,86065.12987012987,27620.666666666668
906,8,10.0,85807.25714285714,24073.0
907,8,10.0,74968.35211267606,21766.0
909,8,11.0,85479.75757575757,19781.33333333333
910,8,6.0,97379.27142857145,22684.0
911,8,7.0,116212.97727272728,22838.5
912,8,10.0,90825.8679245283,24547.0
913,8,8.0,121090.6,29686.666666666668
914,8,12.0,156042.7441860465,248374.8
915,8,9.0,105464.54716981133,30097.0
916,8,13.0,109538.16363636364,24076.33333333333
917,8,7.0,76989.92957746479,25680.5
918,8,10.0,109644.34545454546,21876.0
926,8,5.0,97947.9,24935.0
927,8,4.0,109278.83928571428,25560.666666666668
928,8,4.0,106890.05357142857,22635.5
929,8,2.0,100161.2105263158,24660.0
930,8,5.0,92917.5303030303,22206.0
931,8,6.0,84266.21794871795,24177.0
932,8,4.0,79411.0,24104.0
934,8,8.0,107676.19607843136,29849.666666666668
936,8,16.0,95018.63636363635,27620.8
937,8,7.0,118048.6046511628,22860.5
938,8,5.0,89614.11320754717,24442.0
939,8,3.0,119660.19672131148,30360.0
940,8,4.0,100382.56603773584,23149.0
941,8,5.0,110818.5283018868,29386.0
942,8,14.0,122750.88,29640.5
944,8,4.0,77699.05633802817,24300.5
945,8,3.0,107811.0,23887.5
948,8,3.0,152368.7619047619,555936.5
949,8,2.0,98683.82456140353,25066.33333333333
950,8,5.0,107138.625,25754.0
951,8,3.0,105547.07547169812,30498.0
952,8,2.0,92433.83333333331,22138.0
954,8,6.0,78975.9,23041.5
955,8,4.0,109813.09803921568,20593.0
956,8,3.0,74142.69014084506,20525.666666666668
957,8,5.0,110876.42307692308,30020.0
958,8,6.0,86845.12857142858,21904.0
959,8,6.0,81809.29850746269,20353.33333333333
960,8,9.0,144367.43181818182,269089.75
961,8,4.0,88219.81132075471,24197.5
962,8,4.0,114084.73770491804,28001.0
963,8,4.0,104670.73214285714,24601.666666666668
964,8,5.0,98711.37735849056,23003.0
965,8,4.0,106651.2894736842,24406.0
966,8,6.0,85644.76056338029,22686.0
968,8,6.0,107324.16363636364,22023.0
969,8,4.0,89018.68421052632,22033.0
970,8,5.0,105432.75,20569.5
971,8,4.0,99225.42105263156,26143.0
972,8,3.0,101918.1346153846,30152.0
974,8,2.0,80608.78205128205,24833.0
975,8,7.0,80625.5142857143,23630.0
976,8,14.0,153760.3260869565,409269.25
977,8,5.0,69421.02816901408,21662.0
978,8,3.0,96549.01960784312,28766.5
979,8,2.0,85537.44285714286,21919.0
980,8,4.0,115847.52272727272,25289.666666666668
981,8,5.0,86648.94339622642,25367.0
984,8,5.0,99694.64150943396,23699.0
985,8,6.0,100835.17857142857,23575.0
986,8,3.0,82261.39436619719,22540.0
987,8,3.0,77336.08450704225,19730.0
988,8,4.0,103626.32727272729,21609.0
989,8,2.0,92751.58620689657,21421.0
990,8,3.0,98106.54285714286,25018.0
991,8,3.0,102607.44642857143,22913.0
992,8,2.0,122093.1568627451,25580.5
994,8,4.0,79396.58974358975,24263.0
995,8,6.0,78508.25,23645.0
996,8,3.0,102590.05660377358,24289.0
997,8,2.0,69260.95774647887,21552.0
998,8,3.0,101027.6153846154,33779.0
999,8,3.0,82933.98507462686,19817.5
841,10,17.0,111482.38775510204,23792.0
842,10,16.0,108747.42592592593,24523.0
843,10,21.0,108784.37037037036,26139.33333333333
845,10,19.0,95668.88888888888,21848.666666666668
846,10,20.0,84400.0,26827.0
847,10,16.0,213941.768115942,24752.0
848,10,21.0,109854.36363636365,21965.0
849,10,16.0,107369.16,25187.5
850,10,17.0,103013.94736842104,21752.0
851,10,17.0,97245.13636363635,21254.666666666668
852,10,18.0,122658.7906976744,23732.75
853,10,15.0,96016.56862745098,23965.5
855,10,20.0,107865.03921568628,23388.666666666668
856,10,18.0,110464.05555555556,22507.0
857,10,21.0,122778.5,27378.0
858,10,19.0,111380.679245283,21176.5
859,10,21.0,82941.09523809524,22452.0
860,10,14.0,99909.19298245614,25684.0
861,10,17.0,180869.7272727273,25382.0
862,10,19.0,106184.61818181818,21421.0
