,Race ID,Driver ID,position,avg laptime
270,852.0,16.0,7.0,119650.13636363637
271,852.0,18.0,3.0,118512.77272727272
272,852.0,814.0,11.0,120201.97727272728
273,852.0,30.0,5.0,119371.75
274,852.0,22.0,16.0,121455.67441860466
275,852.0,817.0,15.0,123046.07692307692
276,852.0,813.0,10.0,120057.0
277,852.0,24.0,19.0,123565.23255813954
278,852.0,816.0,17.0,122619.23255813954
279,852.0,10.0,18.0,122658.79069767441
280,852.0,15.0,14.0,121297.04651162791
281,852.0,811.0,13.0,120406.31818181818
282,852.0,5.0,15.0,121454.79069767441
283,853.0,4.0,3.0,91756.24528301887
284,853.0,20.0,1.0,91437.2075471698
285,853.0,1.0,4.0,91765.83018867925
286,853.0,30.0,5.0,92053.75471698113
287,853.0,13.0,6.0,92248.39622641509
288,853.0,18.0,2.0,91618.15094339622
289,853.0,17.0,6.0,123678.75
290,853.0,814.0,8.0,93438.86538461539
291,853.0,813.0,11.0,93899.40384615384
292,853.0,815.0,7.0,95219.8125
293,853.0,153.0,7.0,93363.28846153847
294,853.0,5.0,13.0,95040.62745098039
295,853.0,15.0,14.0,95651.74509803922
296,853.0,10.0,15.0,96016.56862745098
297,853.0,811.0,9.0,93455.51923076923
298,853.0,67.0,10.0,93655.67307692308
299,853.0,16.0,14.0,107258.0
300,853.0,155.0,14.0,99015.61904761905
301,853.0,816.0,19.0,170977.0
302,853.0,22.0,12.0,94200.82692307692
303,853.0,817.0,16.0,126397.48717948717
304,854.0,20.0,1.0,117159.95081967213
305,854.0,18.0,2.0,117188.4262295082
306,854.0,4.0,4.0,118068.95081967213
307,854.0,17.0,3.0,117639.9344262295
308,854.0,13.0,9.0,119139.1
309,854.0,3.0,7.0,119126.38333333333
310,854.0,30.0,9.0,118599.85714285714
311,854.0,1.0,5.0,118270.86885245901
312,854.0,16.0,8.0,119132.75
313,854.0,814.0,6.0,118980.72131147541
314,854.0,815.0,10.0,119177.55
315,854.0,813.0,11.0,119322.2
316,854.0,22.0,13.0,119596.78333333334
317,854.0,811.0,15.0,122010.33898305085
318,854.0,67.0,12.0,119332.35
319,854.0,155.0,14.0,121700.22033898305
320,854.0,15.0,21.0,126622.1914893617
321,854.0,153.0,15.0,122279.39285714286
322,854.0,808.0,17.0,122646.61016949153
323,854.0,5.0,16.0,122389.44067796611
324,854.0,816.0,18.0,123189.91525423729
325,854.0,10.0,22.0,122798.22222222222
326,854.0,24.0,20.0,127208.14035087719
327,854.0,817.0,19.0,126074.0350877193
328,855.0,20.0,3.0,102932.69811320755
329,855.0,1.0,5.0,103352.7358490566
330,855.0,18.0,1.0,102894.84905660378
331,855.0,13.0,7.0,103427.67924528301
332,855.0,4.0,2.0,102916.7358490566
333,855.0,17.0,4.0,103047.1320754717
334,855.0,30.0,6.0,103406.54716981133
335,855.0,814.0,12.0,104070.81132075471
336,855.0,16.0,11.0,103922.15094339622
337,855.0,808.0,9.0,103698.75471698113
338,855.0,67.0,9.0,103598.0
339,855.0,155.0,13.0,104096.83018867925
340,855.0,811.0,16.0,104265.18867924529
341,855.0,5.0,18.0,104551.90566037736
342,855.0,813.0,14.0,104106.05660377358
343,855.0,22.0,17.0,104294.67924528301
344,855.0,815.0,8.0,103637.81132075471
345,855.0,15.0,19.0,104708.81132075471
346,855.0,153.0,15.0,104151.88679245283
347,855.0,816.0,21.0,107890.03921568628
348,855.0,3.0,10.0,103731.11320754717
349,855.0,10.0,20.0,107865.03921568628
350,855.0,817.0,22.0,107938.98039215687
351,855.0,24.0,23.0,109184.36
352,856.0,20.0,1.0,106945.34545454546
353,856.0,1.0,2.0,107163.87272727273
354,856.0,17.0,3.0,107172.2
355,856.0,13.0,6.0,107402.3090909091
356,856.0,4.0,5.0,107230.6
357,856.0,18.0,4.0,107212.5090909091
358,856.0,3.0,8.0,107928.12727272727
359,856.0,808.0,19.0,111456.0625
360,856.0,814.0,10.0,108192.65454545454
361,856.0,30.0,12.0,108065.33333333333
362,856.0,16.0,11.0,108240.41818181818
363,856.0,153.0,7.0,107846.03636363636
364,856.0,155.0,15.0,109324.20370370371
365,856.0,813.0,21.0,113575.06666666667
366,856.0,22.0,12.0,108637.4909090909
367,856.0,5.0,14.0,109080.94444444444
368,856.0,67.0,9.0,108086.47272727273
369,856.0,815.0,16.0,109331.42592592593
370,856.0,811.0,13.0,109045.31481481482
371,856.0,10.0,18.0,110464.05555555556
372,856.0,817.0,19.0,110629.20370370371
373,856.0,15.0,17.0,109734.44444444444
374,856.0,816.0,20.0,110674.24074074074
375,856.0,24.0,21.0,113736.40384615384
376,857.0,20.0,1.0,90583.36666666667
377,857.0,18.0,2.0,90723.91666666667
378,857.0,17.0,4.0,91008.85
379,857.0,4.0,3.0,90988.38333333333
380,857.0,13.0,11.0,94028.65625
381,857.0,1.0,7.0,91986.41666666667
382,857.0,3.0,6.0,91697.55
383,857.0,30.0,5.0,91673.71666666666
384,857.0,16.0,9.0,92714.57627118644
385,857.0,811.0,12.0,92971.15254237287
386,857.0,153.0,8.0,92447.83050847458
387,857.0,67.0,10.0,94371.0
388,857.0,814.0,13.0,93038.01694915254
389,857.0,813.0,13.0,95319.08333333333
390,857.0,808.0,11.0,92773.33898305085
391,857.0,5.0,14.0,93820.60344827586
392,857.0,39.0,17.0,95650.29824561403
393,857.0,817.0,18.0,96208.82456140351
394,857.0,816.0,16.0,95640.01754385965
395,857.0,815.0,10.0,92758.47457627118
396,857.0,10.0,21.0,122778.5
397,857.0,22.0,15.0,94078.56896551725
398,857.0,15.0,19.0,99245.27272727272
399,858.0,1.0,1.0,106034.29090909091
400,858.0,4.0,2.0,106188.05454545455
401,858.0,18.0,3.0,106504.85454545454
402,858.0,17.0,4.0,106684.90909090909
403,858.0,13.0,5.0,106953.89090909091
404,858.0,3.0,6.0,106985.5090909091
405,858.0,30.0,7.0,107415.45454545454
406,858.0,16.0,8.0,107436.5090909091
407,858.0,815.0,11.0,108272.92592592593
408,858.0,814.0,9.0,107872.23636363636
409,858.0,155.0,10.0,108026.24074074074
410,858.0,67.0,16.0,111479.21052631579
411,858.0,808.0,13.0,108357.4074074074
412,858.0,153.0,15.0,108998.85185185185
413,858.0,5.0,17.0,109588.01851851853
414,858.0,10.0,19.0,111380.67924528301
415,858.0,24.0,20.0,111984.47169811321
416,858.0,811.0,16.0,109526.07407407407
417,858.0,22.0,12.0,108286.07407407407
418,858.0,15.0,18.0,110828.37735849057
419,858.0,813.0,14.0,108789.5
420,858.0,816.0,23.0,113443.38888888889
421,858.0,817.0,20.0,111759.72916666667
422,858.0,20.0,24.0,174331.0
423,859.0,20.0,2.0,78231.64788732394
424,859.0,17.0,1.0,77992.45070422535
425,859.0,18.0,3.0,78381.71830985915
426,859.0,4.0,4.0,78486.08450704225
427,859.0,1.0,6.0,79559.76086956522
428,859.0,13.0,5.0,78932.35211267606
429,859.0,3.0,7.0,79329.08571428571
430,859.0,16.0,6.0,79203.35714285714
431,859.0,811.0,17.0,81249.02898550725
432,859.0,814.0,8.0,79471.21428571429
433,859.0,30.0,15.0,80058.78571428571
434,859.0,808.0,10.0,79575.61428571428
435,859.0,67.0,12.0,79784.05714285714
436,859.0,155.0,9.0,79536.78571428571
437,859.0,5.0,16.0,80818.73913043478
438,859.0,815.0,13.0,79937.55714285714
439,859.0,153.0,11.0,79622.0142857143
440,859.0,15.0,18.0,81367.98550724638
441,859.0,22.0,14.0,79999.37142857142
442,859.0,813.0,16.0,81585.34615384616
443,859.0,816.0,19.0,82157.60294117648
444,859.0,24.0,20.0,82575.0655737705
445,859.0,10.0,21.0,82941.09523809524
446,859.0,817.0,20.0,82464.16176470589
447,860.0,18.0,1.0,97406.29310344828
448,860.0,1.0,3.0,97476.55172413793
449,860.0,30.0,3.0,95217.0
450,860.0,3.0,12.0,98400.12068965517
451,860.0,20.0,2.0,97443.1724137931
452,860.0,154.0,6.0,103730.0
453,860.0,813.0,6.0,97857.17543859649
454,860.0,4.0,5.0,97778.10344827586
455,860.0,17.0,4.0,97484.68965517242
456,860.0,13.0,13.0,99756.32608695653
457,860.0,155.0,6.0,98040.18965517242
458,860.0,815.0,8.0,98086.60344827586
459,860.0,8.0,7.0,98061.70689655172
460,860.0,10.0,14.0,99909.19298245614
461,860.0,814.0,10.0,98091.41379310345
462,860.0,818.0,11.0,98093.3275862069
463,860.0,5.0,16.0,100754.65789473684
464,860.0,819.0,15.0,102463.90566037736
465,860.0,808.0,14.0,96438.61764705883
466,860.0,811.0,15.0,100556.30769230769
467,860.0,817.0,9.0,98088.29310344828
468,861.0,1.0,3.0,176900.05357142858
469,861.0,18.0,14.0,178063.05357142858
470,861.0,17.0,4.0,176955.35714285713
471,861.0,20.0,11.0,177988.19642857142
472,861.0,4.0,1.0,176639.5
473,861.0,3.0,13.0,178042.94642857142
474,861.0,813.0,11.0,180490.72222222222
475,861.0,8.0,5.0,177165.5
476,861.0,155.0,16.0,194763.5652173913
477,861.0,13.0,15.0,178377.3392857143
478,861.0,815.0,2.0,176679.9107142857
479,861.0,814.0,7.0,177432.57142857142
480,861.0,807.0,9.0,177494.7142857143
481,861.0,818.0,8.0,177478.51785714287
482,861.0,5.0,18.0,180942.07272727272
483,861.0,30.0,10.0,177532.2857142857
484,861.0,817.0,12.0,178011.42857142858
485,861.0,808.0,16.0,180094.0
486,861.0,10.0,17.0,180869.72727272726
487,861.0,819.0,20.0,183276.59259259258
488,861.0,154.0,17.0,133715.33333333334
489,861.0,39.0,21.0,184623.6851851852
490,861.0,37.0,22.0,184868.3148148148
491,861.0,811.0,6.0,177312.125
492,862.0,3.0,1.0,103338.01785714286
493,862.0,30.0,3.0,104794.75
494,862.0,18.0,2.0,103706.33928571429
495,862.0,8.0,14.0,104241.10714285714
496,862.0,1.0,3.0,103802.51785714286
497,862.0,815.0,11.0,104071.33928571429
498,862.0,155.0,10.0,104029.44642857143
499,862.0,4.0,9.0,104003.30357142857
500,862.0,17.0,4.0,103836.66071428571
501,862.0,13.0,13.0,104101.92857142857
502,862.0,154.0,6.0,103900.35714285714
503,862.0,811.0,7.0,103955.82142857143
504,862.0,814.0,12.0,104092.89285714286
505,862.0,20.0,5.0,103882.35714285714
506,862.0,813.0,8.0,103974.5
507,862.0,5.0,23.0,110538.58490566038
508,862.0,807.0,15.0,104252.53571428571
509,862.0,10.0,19.0,106184.61818181818
510,862.0,817.0,17.0,104465.80357142857
511,862.0,808.0,18.0,105282.8
512,862.0,819.0,20.0,106191.85454545454
513,862.0,37.0,21.0,106967.6909090909
514,862.0,39.0,22.0,108060.74074074074
515,862.0,818.0,16.0,104262.23214285714
516,863.0,20.0,1.0,100192.80701754386
517,863.0,1.0,8.0,101227.61403508772
518,863.0,17.0,4.0,100873.29824561403
519,863.0,154.0,3.0,100371.64912280702
520,863.0,4.0,7.0,101206.8947368421
521,863.0,18.0,14.0,101842.0
522,863.0,8.0,2.0,100251.28070175438
523,863.0,13.0,9.0,101333.14035087719
524,863.0,3.0,5.0,101165.78947368421
525,863.0,815.0,11.0,101468.28070175438
526,863.0,811.0,14.0,101764.92592592593
527,863.0,814.0,6.0,101202.33333333333
528,863.0,155.0,13.0,101777.61403508772
529,863.0,818.0,14.0,101837.0701754386
530,863.0,813.0,20.0,105145.96
531,863.0,817.0,15.0,102086.89285714286
532,863.0,808.0,16.0,102337.58928571429
533,863.0,30.0,10.0,101447.01754385965
534,863.0,807.0,12.0,101535.59649122808
535,863.0,819.0,18.0,104297.79166666667
536,863.0,10.0,19.0,104719.3090909091
537,863.0,37.0,20.0,105275.90909090909
538,863.0,39.0,21.0,105286.74545454545
539,863.0,5.0,17.0,102537.35714285714
540,864.0,4.0,2.0,90186.9696969697
541,864.0,813.0,1.0,90138.56060606061
542,864.0,8.0,3.0,90197.40909090909
543,864.0,3.0,7.0,91319.15151515152
544,864.0,154.0,4.0,90362.78787878787
545,864.0,30.0,9.0,93607.33333333333
546,864.0,20.0,6.0,91162.43939393939
547,864.0,18.0,9.0,91430.16666666667
548,864.0,155.0,5.0,91117.9696969697
549,864.0,818.0,12.0,91632.32307692307
550,864.0,13.0,15.0,91800.72307692308
551,864.0,17.0,11.0,91537.35384615384
552,864.0,814.0,14.0,91779.38461538461
553,864.0,807.0,10.0,91533.98461538462
554,864.0,817.0,13.0,91707.18461538461
555,864.0,5.0,16.0,92170.06153846154
556,864.0,811.0,8.0,93562.41666666667
557,864.0,808.0,17.0,92403.15384615384
558,864.0,10.0,18.0,93180.328125
559,864.0,1.0,8.0,91322.5
560,864.0,819.0,20.0,95090.77142857143
561,864.0,37.0,19.0,95018.73015873016
562,864.0,39.0,21.0,96242.0
563,864.0,815.0,16.0,92849.7027027027
564,865.0,17.0,1.0,81622.52564102564
565,865.0,3.0,2.0,81630.76923076923
566,865.0,1.0,5.0,81675.10256410256
567,865.0,4.0,3.0,81634.66666666667
568,865.0,13.0,6.0,81701.94871794872
569,865.0,20.0,4.0,81639.7435897436
570,865.0,8.0,9.0,82187.08974358975
571,865.0,30.0,9.0,82310.44444444444
572,865.0,807.0,8.0,82168.19230769231
573,865.0,811.0,10.0,82193.2435897436
574,865.0,814.0,7.0,82155.05128205128
575,865.0,817.0,14.0,82577.13846153846
576,865.0,5.0,13.0,83291.18181818182
577,865.0,18.0,13.0,82762.25714285714
578,865.0,10.0,14.0,83346.37662337662
579,865.0,819.0,16.0,83095.65625
580,865.0,818.0,12.0,83216.22077922078
581,865.0,815.0,11.0,82766.23376623377
582,865.0,808.0,20.0,89347.93333333333
583,865.0,39.0,15.0,84685.97368421052
584,865.0,155.0,20.0,100399.6
585,866.0,20.0,4.0,79384.0142857143
586,866.0,1.0,1.0,79279.8
587,866.0,4.0,5.0,79471.38571428572
588,866.0,17.0,7.0,79495.3
589,866.0,3.0,6.0,79477.54285714286
590,866.0,13.0,10.0,79640.82857142857
591,866.0,814.0,11.0,79818.27142857143
592,866.0,154.0,2.0,79315.7
593,866.0,30.0,14.0,81073.88372093023
594,866.0,18.0,16.0,80722.02898550725
595,866.0,8.0,8.0,79502.18571428572
596,866.0,155.0,9.0,79628.82857142857
597,866.0,815.0,3.0,79354.94285714286
598,866.0,807.0,12.0,79940.31428571428
599,866.0,811.0,17.0,80742.72463768115
600,866.0,5.0,18.0,80932.40579710146
601,866.0,818.0,15.0,80646.89855072464
602,866.0,817.0,14.0,80200.87142857142
603,866.0,813.0,13.0,79951.97142857143
604,866.0,37.0,18.0,82890.25
605,866.0,808.0,19.0,80999.02898550725
606,866.0,10.0,21.0,83321.80357142857
607,866.0,819.0,20.0,82880.01492537314
608,866.0,39.0,24.0,83766.5
609,867.0,20.0,1.0,113301.90909090909
610,867.0,1.0,4.0,110004.94545454545
611,867.0,154.0,2.0,111820.175
612,867.0,155.0,13.0,113433.39393939394
613,867.0,813.0,10.0,110373.31578947368
614,867.0,8.0,2.0,109878.42105263157
615,867.0,807.0,5.0,110116.52631578948
616,867.0,4.0,1.0,109765.77192982456
617,867.0,814.0,7.0,110166.9298245614
618,867.0,13.0,16.0,111774.67857142857
619,867.0,3.0,6.0,110137.28070175438
620,867.0,30.0,3.0,109987.50877192983
621,867.0,18.0,8.0,110198.28070175438
622,867.0,811.0,11.0,110396.66666666667
623,867.0,815.0,9.0,110253.08771929824
624,867.0,817.0,12.0,110415.61403508772
625,867.0,17.0,4.0,110004.85964912281
626,867.0,5.0,14.0,111426.36842105263
627,867.0,808.0,13.0,111096.84210526316
628,867.0,818.0,18.0,109122.15384615384
629,867.0,37.0,17.0,111936.33928571429
630,867.0,39.0,18.0,112101.82142857143
631,867.0,819.0,15.0,111459.64912280702
632,868.0,818.0,15.0,99319.25
633,868.0,3.0,15.0,99397.73076923077
634,868.0,154.0,7.0,98622.86538461539
635,868.0,807.0,11.0,99214.30769230769
636,868.0,813.0,6.0,100964.09803921569
637,868.0,20.0,5.0,98387.0
638,868.0,39.0,21.0,102785.34
639,868.0,37.0,19.0,102534.26
640,868.0,815.0,10.0,100994.81818181818
641,868.0,811.0,9.0,99127.59615384616
642,868.0,819.0,19.0,102023.3137254902
