,Race ID,Driver ID,position,avg laptime,Avg Pit Time
152,945,1,2.0,107608.10909090909,21369.0
155,49,19,16.0,114039.13953488372,24688.66666666667
156,949,1,3.0,99032.35087719296,24688.66666666667
157,50,19,15.0,112735.77777777777,24425.2
158,950,1,7.0,107359.30357142855,24425.2
159,951,1,2.0,105415.45283018867,30001.0
160,51,19,20.0,115347.18181818182,30001.0
161,953,1,1.0,91911.96153846152,26315.0
162,954,1,1.0,78075.65714285715,22243.0
163,955,1,5.0,110366.6862745098,20108.0
164,956,1,1.0,74057.84507042254,20181.5
165,957,1,1.0,109535.21153846152,29535.5
166,958,1,1.0,86144.5,21607.0
167,959,1,1.0,81256.71641791044,18543.0
169,961,1,2.0,87984.1320754717,23633.0
170,962,1,3.0,114048.98360655738,27584.75
171,963,1,1.0,103314.3,23689.0
172,964,1,3.0,98285.07547169813,22860.5
173,965,1,1.0,105225.32142857145,23588.0
174,966,1,1.0,84949.32394366198,21709.0
176,968,1,1.0,106982.05454545456,21977.5
177,969,1,2.0,88800.82456140351,21709.0
178,970,1,1.0,104574.25,20255.0
179,971,1,2.0,98947.9649122807,30684.5
180,72,19,16.0,107396.5,29739.0
181,972,1,4.0,102405.05769230767,29739.0
182,973,1,1.0,87219.65151515152,21633.0
183,974,1,7.0,80771.03846153848,24155.0
184,975,1,1.0,79787.91428571429,23061.0
186,977,1,4.0,69238.77464788733,20761.0
187,978,1,1.0,95831.96078431373,27733.0
188,979,1,4.0,85708.54285714286,21338.0
189,980,1,1.0,115518.63636363635,22197.0
190,981,1,1.0,85515.32075471699,23725.0
191,982,1,1.0,127647.31034482758,26903.25
192,983,1,2.0,96679.64285714287,23489.0
193,984,1,1.0,99079.1320754717,22724.0
194,985,1,2.0,100553.41071428572,23402.0
195,986,1,9.0,83363.94285714286,26299.0
196,987,1,4.0,77348.30985915494,20115.0
197,988,1,2.0,102872.0181818182,21274.0
198,989,1,1.0,92729.63793103448,21821.0
199,990,1,10.0,96990.38596491226,24302.0
200,991,1,5.0,102738.66071428572,22464.0
201,992,1,1.0,122044.92156862744,20853.0
202,993,1,1.0,86817.75757575758,22085.0
203,994,1,3.0,79382.30769230769,23739.0
204,995,1,5.0,78425.5294117647,23335.0
205,996,1,1.0,102101.60377358492,24310.0
206,997,1,4.0,69929.87096774194,21112.5
207,998,1,2.0,101000.92307692306,28982.0
208,999,1,1.0,82833.50746268657,18978.0
209,841,2,14.0,95507.0350877193,24046.0
210,842,2,3.0,105087.625,23241.0
211,843,2,12.0,105195.80357142855,22018.5
212,844,2,7.0,94455.43103448275,21743.75
213,845,2,8.0,91892.53846153848,21357.0
214,45,28,15.0,235988.6923076923,21357.0
215,846,2,8.0,101281.8051948052,26066.0
216,847,2,6.0,243031.6181818182,23238.5
217,848,2,10.0,107004.94642857145,21957.0
218,849,2,8.0,103783.42307692306,24575.0
219,851,2,19.0,101949.78260869565,23402.5
220,841,3,8.0,96448.90909090909,23716.0
221,842,3,12.0,106650.36363636363,23356.66666666667
222,843,3,5.0,104137.03571428572,21165.33333333333
223,844,3,5.0,94225.81034482758,21189.25
224,845,3,7.0,91885.69230769233,20192.0
225,846,3,11.0,102553.42105263156,25205.0
226,847,3,11.0,210428.4428571429,22882.0
227,848,3,7.0,106565.94736842104,21832.33333333333
228,849,3,6.0,103497.32692307694,24560.5
229,850,3,7.0,99255.13559322033,20456.666666666668
230,851,3,9.0,93546.89855072463,21128.25
231,852,3,6.0,119399.25,22130.5
232,854,3,7.0,119126.38333333332,29742.33333333333
233,855,3,10.0,103731.11320754717,20683.0
234,856,3,8.0,107928.12727272726,20431.5
235,857,3,6.0,91697.55,22063.5
236,858,3,6.0,106985.50909090911,19846.0
237,859,3,7.0,79329.08571428571,20715.5
238,860,3,12.0,98400.12068965516,23110.0
239,861,3,13.0,178042.94642857142,24270.0
240,862,3,1.0,103338.01785714287,20879.0
241,863,3,5.0,101165.7894736842,22339.66666666667
242,864,3,7.0,91319.15151515152,20252.666666666668
243,865,3,2.0,81630.76923076923,24874.0
244,866,3,6.0,79477.54285714286,21200.5
245,867,3,6.0,110137.28070175438,20370.0
246,68,38,12.0,107353.90909090909,29359.0
247,868,3,15.0,99397.73076923077,29359.0
248,69,38,13.0,97956.73076923077,18343.33333333333
249,869,3,10.0,82309.71641791044,18343.33333333333
250,70,38,12.0,79144.08571428571,20492.0
251,870,3,10.0,88648.36231884056,20492.0
252,871,3,11.0,123037.29545454546,20798.0
253,872,3,7.0,90844.7358490566,22100.0
254,873,3,5.0,123066.57627118645,29616.5
255,876,3,11.0,92540.63333333332,21490.0
256,877,3,20.0,115422.71428571428,29277.0
257,878,3,13.0,104299.625,21346.0
258,879,3,15.0,90919.31428571428,25213.5
259,880,3,3.0,95153.80769230767,22274.0
260,881,3,4.0,106237.875,21605.75
261,882,3,18.0,109138.47619047617,21640.0
262,82,38,18.0,82565.71428571429,21640.0
263,83,38,16.0,88554.26923076922,21504.5
264,883,3,9.0,101782.87719298246,21504.5
265,884,3,6.0,91282.06060606061,19599.33333333333
266,84,38,13.0,92526.2181818182,19599.33333333333
267,85,38,18.0,88111.88235294117,25200.0
268,885,3,1.0,106052.0,25200.0
269,86,38,13.0,132357.46341463414,21138.666666666668
270,886,3,5.0,79983.82857142857,21138.666666666668
271,887,3,1.0,107297.23076923077,25106.33333333333
272,87,38,17.0,80207.73529411765,25106.33333333333
273,88,38,15.0,104975.98039215688,20527.0
274,888,3,9.0,102025.53333333334,20527.0
275,890,3,9.0,88828.90625,22165.66666666667
276,891,3,4.0,114819.72727272726,23308.0
277,892,3,6.0,89138.69811320756,24079.0
278,893,3,4.0,118103.06557377051,29414.0
279,894,3,7.0,113098.16363636365,32922.0
280,895,3,8.0,99647.62264150943,21485.0
281,896,3,2.0,91700.16666666669,23790.0
282,897,3,3.0,107631.92727272726,21643.0
283,898,3,9.0,107433.73214285713,23806.0
284,899,3,5.0,78807.71830985915,23040.5
285,900,3,1.0,97872.1052631579,24002.0
286,901,3,2.0,107915.83928571428,24888.0
287,902,3,2.0,104979.43859649124,24879.0
288,903,3,2.0,104133.85714285713,23183.0
289,904,3,2.0,91905.92424242424,22281.5
290,905,3,1.0,84200.78205128205,24672.0
291,906,3,2.0,85100.94285714286,24492.0
292,907,3,1.0,74295.43661971831,21569.0
293,908,3,1.0,229456.7142857143,28329.0
294,909,3,1.0,83924.0895522388,20156.0
295,910,3,4.0,97020.27142857145,22897.33333333333
296,911,3,2.0,115453.15909090909,25441.66666666667
297,912,3,2.0,89687.0,24583.0
299,915,3,2.0,104233.98113207547,33820.0
300,916,3,2.0,107305.33928571428,24473.0
301,917,3,1.0,76092.32394366198,23438.66666666667
302,918,3,14.0,110265.62962962964,22912.0
303,926,3,2.0,95093.56896551725,22105.0
304,927,3,3.0,108537.55357142855,27533.0
305,928,3,2.0,106834.32142857145,22656.0
306,929,3,3.0,100207.75438596492,25364.5
307,930,3,1.0,92008.40909090909,22161.0
308,931,3,1.0,84082.30769230769,24789.0
309,932,3,2.0,78791.85714285714,23321.0
310,933,3,1.0,76294.78873239437,21768.0
311,934,3,2.0,105743.94230769233,29393.0
312,936,3,8.0,93171.89855072463,20554.2
313,937,3,2.0,116801.04651162792,22881.0
314,938,3,3.0,88872.64,24657.0
315,939,3,4.0,119784.22950819672,30224.5
316,940,3,2.0,100103.24528301887,23159.5
317,942,3,2.0,118849.16071428572,24941.0
318,943,3,1.0,86690.67605633802,22347.0
319,944,3,1.0,77029.43661971831,23802.0
320,945,3,1.0,107457.72727272726,21608.5
322,949,3,1.0,98503.43859649124,25973.66666666667
323,950,3,1.0,105962.33928571428,23195.0
324,951,3,1.0,104943.3396226415,29709.0
325,953,3,7.0,93107.98717948717,27189.0
326,954,3,5.0,78962.7,22597.0
327,955,3,1.0,109262.07843137256,20058.0
328,956,3,4.0,74293.19718309859,19776.0
329,957,3,2.0,109668.11538461539,29555.0
330,958,3,2.0,86172.74285714286,21792.0
331,959,3,4.0,81493.20895522388,22331.0
333,961,3,1.0,87699.7924528302,25550.0
334,962,3,1.0,113917.21311475411,28622.0
335,963,3,3.0,104433.78571428572,23962.33333333333
336,964,3,1.0,98176.09433962264,22911.5
337,965,3,2.0,105306.03571428572,23837.5
338,966,3,2.0,85066.98591549296,21997.0
340,968,3,2.0,106990.03636363636,22485.5
341,841,4,4.0,93138.46551724136,24055.0
342,842,4,6.0,105305.0,24510.0
343,843,4,7.0,104443.71428571428,21887.5
344,844,4,3.0,93579.87931034484,21530.25
345,845,4,5.0,91597.78461538463,20480.75
346,846,4,2.0,99737.32051282053,28367.0
347,847,4,10.0,320540.5277777777,25456.66666666667
348,848,4,2.0,105036.1403508772,20721.33333333333
349,849,4,1.0,102330.69230769233,24671.33333333333
350,850,4,2.0,97571.9,20146.666666666668
351,851,4,3.0,91745.08571428573,21539.0
352,852,4,4.0,118588.97727272726,21118.5
353,853,4,3.0,91756.24528301887,22264.0
354,854,4,4.0,118068.95081967213,30326.66666666667
355,855,4,2.0,102916.7358490566,21065.666666666668
356,856,4,5.0,107230.6,20808.5
357,857,4,3.0,90988.38333333332,21814.0
358,858,4,2.0,106188.05454545456,20762.5
359,859,4,4.0,78486.08450704225,20729.666666666668
360,860,4,5.0,97778.10344827586,21972.5
361,861,4,1.0,176639.5,23350.33333333333
362,862,4,9.0,104003.30357142855,20152.0
363,863,4,7.0,101206.8947368421,22916.66666666667
364,864,4,2.0,90186.96969696971,19863.0
365,865,4,3.0,81634.66666666669,25220.0
366,866,4,5.0,79471.38571428572,21133.0
367,867,4,1.0,109765.77192982456,20253.5
368,868,4,1.0,98352.84615384617,25185.0
369,869,4,1.0,81580.02985074627,17756.0
370,870,4,5.0,88292.11594202899,19517.0
371,872,4,3.0,90600.28301886794,21515.0
372,873,4,3.0,122735.10169491525,29373.5
373,875,4,3.0,105501.72727272726,20010.0
374,876,4,2.0,91336.35,20800.0
375,877,4,2.0,115627.61818181818,19368.0
376,878,4,3.0,103473.17857142855,24439.0
377,879,4,2.0,89090.28169014087,22444.66666666667
378,880,4,2.0,93373.72413793103,21700.666666666668
379,882,4,1.0,103338.30357142855,20417.33333333333
380,883,4,8.0,101720.56140350876,21700.75
381,884,4,1.0,90251.45454545453,19212.75
382,885,4,7.0,106394.7435897436,24489.0
383,886,4,2.0,79193.58571428571,20574.0
384,887,4,3.0,107434.23076923077,24793.0
385,888,4,4.0,101373.86666666668,19738.0
386,890,4,5.0,88297.94285714287,21867.0
387,891,4,2.0,114524.20454545454,22537.5
388,892,4,2.0,89034.32075471699,24208.0
389,893,4,2.0,117799.32786885244,29306.0
390,894,4,6.0,113088.90909090909,22507.5
391,895,4,4.0,99149.16981132077,22742.0
392,896,4,11.0,92508.06666666668,25820.33333333333
393,897,4,5.0,108241.58181818182,21491.5
394,898,4,5.0,106906.07142857145,23817.0
395,899,4,3.0,78524.12676056338,22743.5
396,99,48,10.0,78232.84285714285,22743.5
397,900,4,5.0,98491.12280701754,22432.5
398,901,4,4.0,108249.39285714287,24443.0
399,902,4,9.0,105532.24561403508,24946.33333333333
400,903,4,3.0,104260.26785714287,22861.5
401,904,4,6.0,93225.72727272726,21882.666666666668
402,905,4,4.0,84616.83333333331,26499.0
403,906,4,6.0,85252.84285714285,23861.0
404,907,4,5.0,74556.74647887322,21255.0
405,908,4,6.0,170616.15384615384,34410.0
406,909,4,5.0,84707.17910447763,19171.33333333333
407,910,4,2.0,97004.04285714288,21943.5
408,911,4,4.0,116766.31818181818,25947.0
409,912,4,11.0,91759.32142857145,24913.0
410,913,4,4.0,120336.4,28904.33333333333
412,915,4,6.0,105108.67924528301,35112.0
413,916,4,6.0,108928.85714285713,24367.0
414,917,4,6.0,76964.23943661971,23163.0
415,918,4,9.0,109607.85454545454,21843.5
416,927,4,14.0,115536.61904761904,25222.0
417,928,4,12.0,108868.70909090908,23291.5
418,929,4,11.0,102226.125,25124.0
419,930,4,16.0,95999.53846153848,23728.0
420,931,4,9.0,82539.56097560974,30345.0
421,932,4,16.0,81536.70454545454,23553.0
422,934,4,10.0,109199.70588235294,44158.0
423,936,4,5.0,93029.91304347826,20140.8
424,937,4,13.0,119853.92857142855,24089.0
425,938,4,16.0,92344.8510638298,21852.0
426,939,4,10.0,122099.03030303029,34237.0
427,940,4,11.0,102138.90384615383,23703.5
428,941,4,10.0,111645.92452830187,29539.0
429,942,4,11.0,119777.125,27341.0
430,944,4,16.0,79155.44285714286,23336.33333333333
431,945,4,17.0,112409.83018867923,26435.25
432,948,4,13.0,96207.75,21796.0
433,950,4,12.0,107699.0,22900.5
434,951,4,6.0,107021.21153846152,29751.0
435,952,4,12.0,95254.75555555557,22391.0
436,953,4,5.0,93002.67948717947,26174.0
437,954,4,11.0,79925.92753623189,27952.0
438,955,4,16.0,112829.30952380953,20468.0
439,956,4,13.0,75722.53125,19940.25
440,957,4,13.0,112054.76470588236,30036.33333333333
441,958,4,7.0,87476.37681159421,21998.0
442,959,4,12.0,82872.80303030302,19275.0
444,961,4,14.0,89975.96153846152,24873.0
445,962,4,7.0,115379.47540983607,28143.66666666667
446,963,4,7.0,105321.08928571428,24392.0
447,964,4,16.0,100738.92307692306,22909.0
448,965,4,5.0,106903.05357142855,24491.5
449,966,4,13.0,86877.12857142858,23816.0
451,968,4,10.0,108071.07272727274,22338.0
452,969,4,10.0,91728.38,22484.0
453,970,4,8.0,111278.27272727274,19039.5
454,971,4,14.0,101404.44444444444,24822.5
455,973,4,12.0,90263.234375,22989.0
456,975,4,10.0,81305.30303030302,23526.0
458,978,4,16.0,100933.625,28269.0
459,979,4,6.0,86541.94285714286,22399.0
460,980,4,8.0,114829.76,24158.0
461,981,4,15.0,88360.3,24442.0
462,982,4,17.0,164392.375,30610.66666666667
463,983,4,11.0,99096.49090909089,25798.0
464,984,4,11.0,101072.40384615383,24636.0
465,985,4,7.0,104177.45833333331,23796.0
466,986,4,10.0,83405.11428571428,22655.0
467,987,4,8.0,78248.23943661971,19328.75
468,988,4,9.0,104921.37037037036,22541.0
469,989,4,10.0,93123.60344827586,22573.0
470,990,4,9.0,98634.82142857145,24787.0
471,991,4,7.0,102982.48214285713,24110.0
472,992,4,7.0,122259.25490196078,39040.5
473,993,4,8.0,89046.58461538464,21721.0
474,994,4,8.0,79687.98076923077,24241.0
475,995,4,11.0,82119.675,23099.0
476,996,4,16.0,105281.78,25288.5
477,997,4,8.0,70945.18571428572,21588.0
478,998,4,8.0,101555.75,28377.0
479,999,4,16.0,84813.78461538463,20334.0
480,841,5,17.0,98761.0,24865.0
481,842,5,15.0,107336.7818181818,26210.0
482,843,5,16.0,106036.8,22187.5
483,844,5,19.0,96810.23214285713,22533.66666666667
484,845,5,20.0,94524.54166666669,21631.33333333333
485,846,5,14.0,102893.2105263158,26177.5
486,847,5,21.0,379323.60714285716,44037.0
487,848,5,19.0,108870.45454545453,22333.0
488,850,5,16.0,101566.91379310343,21631.5
489,851,5,17.0,97977.03636363636,21997.6
490,852,5,15.0,121454.7906976744,24284.66666666667
491,853,5,13.0,95040.62745098039,22954.5
492,854,5,16.0,122389.44067796614,31676.66666666667
493,855,5,18.0,104551.90566037736,21821.0
494,856,5,14.0,109080.94444444444,22310.0
495,857,5,14.0,93820.60344827586,22113.5
496,858,5,17.0,109588.01851851851,20899.0
497,859,5,16.0,80818.73913043477,22115.0
498,860,5,16.0,100754.65789473684,25955.0
499,861,5,18.0,180942.07272727272,28922.75
500,862,5,23.0,110538.58490566038,27689.0
501,863,5,17.0,102537.35714285713,23795.5
502,864,5,16.0,92170.06153846154,21710.33333333333
503,865,5,13.0,83291.18181818182,28679.5
504,866,5,18.0,80932.40579710147,21718.5
505,867,5,14.0,111426.36842105264,22742.5
506,868,5,21.0,101147.09803921568,26315.0
507,869,5,19.0,84390.89230769231,21601.75
508,870,5,17.0,90360.27941176471,21067.33333333333
509,871,5,17.0,126265.13953488372,37068.5
510,872,5,14.0,92352.30769230767,22323.5
511,873,5,15.0,124306.96610169492,30257.0
512,874,5,15.0,103386.67307692306,22747.0
513,875,5,17.0,108558.0925925926,21692.5
514,876,5,18.0,94087.25423728813,22967.0
515,877,5,13.0,116480.56363636366,23032.0
516,878,5,18.0,106225.90909090909,22713.0
517,879,5,14.0,90822.07142857145,25858.4
518,898,5,15.0,108075.19642857145,30828.0
519,899,5,14.0,79611.78571428571,22832.5
520,860,8,7.0,98061.70689655172,24095.5
521,861,8,5.0,177165.5,25856.66666666667
522,862,8,14.0,104241.10714285713,21463.5
523,863,8,2.0,100251.28070175438,22457.0
524,864,8,3.0,90197.40909090909,20383.666666666668
525,865,8,9.0,82187.08974358975,26380.0
526,866,8,8.0,79502.18571428572,21534.0
527,867,8,2.0,109878.42105263156,21491.0
528,868,8,7.0,98492.34615384617,25726.0
529,869,8,4.0,81824.94029850746,17868.5
530,870,8,2.0,87920.79710144928,19929.5
531,871,8,3.0,122133.27272727274,20336.0
532,872,8,5.0,90794.37735849057,21730.0
533,873,8,6.0,123083.10169491525,29519.5
534,874,8,6.0,101635.2075471698,21061.5
535,875,8,5.0,105916.18181818182,20611.5
536,876,8,7.0,91932.85,21404.0
537,877,8,1.0,115612.12727272726,20278.0
538,878,8,6.0,103923.10714285713,24840.0
539,879,8,10.0,90337.45714285712,25527.0
540,880,8,1.0,93159.05172413793,22445.0
541,881,8,7.0,106877.85714285713,23495.0
542,882,8,2.0,103519.875,20658.666666666668
543,883,8,2.0,101221.2105263158,22219.0
544,884,8,2.0,90392.93939393939,19968.33333333333
545,885,8,10.0,106521.0,24772.5
546,886,8,9.0,80603.50724637683,25182.0
547,887,8,5.0,107513.71153846152,24710.0
548,888,8,2.0,101261.98333333334,19765.33333333333
549,890,8,2.0,88005.47142857143,21902.0
550,891,8,9.0,117073.92,23744.0
551,892,8,11.0,89661.2641509434,27869.5
552,893,8,3.0,117984.45901639346,31241.0
553,894,8,2.0,112689.54545454546,23080.0
554,895,8,5.0,99181.62264150943,23301.5
555,896,8,7.0,92336.25,25565.0
556,900,8,8.0,98883.94736842104,23684.0
557,901,8,12.0,110139.52727272727,25020.66666666667
558,902,8,10.0,105547.45614035089,24959.0
559,903,8,8.0,105300.0,23142.5
560,904,8,7.0,93360.72307692307,22391.5
561,905,8,12.0,86065.12987012988,27620.66666666667
562,906,8,10.0,85807.25714285714,24073.0
563,907,8,10.0,74968.35211267606,21766.0
564,909,8,11.0,85479.75757575758,19781.33333333333
565,910,8,6.0,97379.27142857145,22684.0
566,911,8,7.0,116212.97727272726,22838.5
567,912,8,10.0,90825.8679245283,24547.0
568,913,8,8.0,121090.6,29686.66666666667
570,915,8,9.0,105464.54716981133,30097.0
571,916,8,13.0,109538.16363636364,24076.33333333333
572,917,8,7.0,76989.92957746479,25680.5
573,918,8,10.0,109644.34545454547,21876.0
574,926,8,5.0,97947.9,24935.0
575,927,8,4.0,109278.83928571428,25560.66666666667
576,928,8,4.0,106890.05357142855,22635.5
577,929,8,2.0,100161.2105263158,24660.0
578,930,8,5.0,92917.53030303029,22206.0
579,931,8,6.0,84266.21794871795,24177.0
580,932,8,4.0,79411.0,24104.0
581,934,8,8.0,107676.19607843137,29849.66666666667
582,936,8,16.0,95018.63636363637,27620.8
583,937,8,7.0,118048.6046511628,22860.5
584,938,8,5.0,89614.11320754717,24442.0
585,939,8,3.0,119660.19672131148,30360.0
586,940,8,4.0,100382.56603773584,23149.0
587,941,8,5.0,110818.52830188679,29386.0
588,942,8,14.0,122750.88,29640.5
589,944,8,4.0,77699.05633802817,24300.5
590,945,8,3.0,107811.0,23887.5
592,949,8,2.0,98683.82456140351,25066.33333333333
593,950,8,5.0,107138.625,25754.0
594,951,8,3.0,105547.07547169813,30498.0
595,952,8,2.0,92433.83333333331,22138.0
596,954,8,6.0,78975.9,23041.5
597,955,8,4.0,109813.09803921568,20593.0
598,956,8,3.0,74142.69014084506,20525.666666666668
599,957,8,5.0,110876.42307692306,30020.0
600,958,8,6.0,86845.12857142858,21904.0
601,959,8,6.0,81809.29850746269,20353.33333333333
603,961,8,4.0,88219.81132075471,24197.5
604,962,8,4.0,114084.73770491805,28001.0
605,963,8,4.0,104670.73214285713,24601.66666666667
606,964,8,5.0,98711.37735849057,23003.0
607,965,8,4.0,106651.2894736842,24406.0
608,966,8,6.0,85644.76056338029,22686.0
609,968,8,6.0,107324.16363636364,22023.0
610,969,8,4.0,89018.68421052633,22033.0
611,970,8,5.0,105432.75,20569.5
612,971,8,4.0,99225.42105263156,26143.0
613,972,8,3.0,101918.13461538461,30152.0
614,974,8,2.0,80608.78205128205,24833.0
615,975,8,7.0,80625.5142857143,23630.0
617,977,8,5.0,69421.02816901407,21662.0
618,978,8,3.0,96549.01960784312,28766.5
619,979,8,2.0,85537.44285714286,21919.0
620,980,8,4.0,115847.52272727274,25289.66666666667
621,981,8,5.0,86648.94339622643,25367.0
622,984,8,5.0,99694.64150943396,23699.0
623,985,8,6.0,100835.17857142855,23575.0
624,986,8,3.0,82261.39436619719,22540.0
625,987,8,3.0,77336.08450704225,19730.0
626,988,8,4.0,103626.32727272727,21609.0
627,989,8,2.0,92751.58620689657,21421.0
628,990,8,3.0,98106.54285714288,25018.0
629,991,8,3.0,102607.44642857145,22913.0
630,992,8,2.0,122093.15686274509,25580.5
631,994,8,4.0,79396.58974358975,24263.0
632,995,8,6.0,78508.25,23645.0
633,996,8,3.0,102590.05660377357,24289.0
634,997,8,2.0,69260.95774647887,21552.0
635,998,8,3.0,101027.61538461539,33779.0
636,999,8,3.0,82933.98507462686,19817.5
637,841,10,17.0,111482.38775510203,23792.0
638,842,10,16.0,108747.42592592591,24523.0
639,843,10,21.0,108784.37037037036,26139.33333333333
640,845,10,19.0,95668.88888888886,21848.666666666668
641,846,10,20.0,84400.0,26827.0
642,847,10,16.0,213941.768115942,24752.0
643,848,10,21.0,109854.36363636363,21965.0
644,849,10,16.0,107369.16,25187.5
645,850,10,17.0,103013.94736842104,21752.0
646,851,10,17.0,97245.13636363637,21254.666666666668
647,852,10,18.0,122658.7906976744,23732.75
648,853,10,15.0,96016.56862745098,23965.5
649,855,10,20.0,107865.03921568627,23388.66666666667
650,856,10,18.0,110464.05555555556,22507.0
651,857,10,21.0,122778.5,27378.0
652,858,10,19.0,111380.67924528301,21176.5
653,859,10,21.0,82941.09523809524,22452.0
654,860,10,14.0,99909.19298245614,25684.0
655,861,10,17.0,180869.7272727273,25382.0
656,862,10,19.0,106184.61818181818,21421.0
657,863,10,19.0,104719.3090909091,25334.66666666667
658,864,10,18.0,93180.328125,20884.33333333333
659,865,10,14.0,83346.37662337662,31035.0
660,866,10,21.0,83321.80357142858,25520.0
661,868,10,18.0,101622.82352941176,25703.0
662,869,10,22.0,85615.265625,20175.5
663,870,10,21.0,92502.46969696971,20860.0
664,871,10,15.0,125683.72093023256,21561.5
665,872,10,17.0,93092.94230769233,25664.0
666,873,10,12.0,124034.94915254238,31496.0
667,874,10,16.0,103550.84615384617,21091.0
668,875,10,18.0,108754.62962962964,21414.0
669,876,10,20.0,94750.79310344828,27303.0
670,877,10,14.0,116638.90909090909,19884.0
671,878,10,19.0,106244.41818181818,23092.0
672,879,10,16.0,90945.4857142857,23263.25
673,1000,1,1.0,83377.52857142857,21480.0
674,1001,1,2.0,114216.75,20873.5
675,1002,1,1.0,87065.7358490566,23728.0
676,1003,1,1.0,109370.67213114754,28946.0
677,1004,1,1.0,98965.67924528301,29551.0
678,1005,1,1.0,98812.49056603774,22614.0
679,1006,1,3.0,101089.01785714287,23804.0
680,1007,1,4.0,84332.23943661971,22334.0
681,1008,1,1.0,73648.81690140847,22641.0
682,1009,1,1.0,108734.2181818182,21283.0
683,1010,1,2.0,88762.25862068965,21515.0
684,1011,1,1.0,99320.9649122807,24289.5
685,1012,1,1.0,98684.82142857145,23120.5
686,1013,1,2.0,108126.78431372551,19993.0
687,1014,1,1.0,87127.92424242424,22388.0
688,1015,1,1.0,79595.34615384616,24266.0
689,1016,1,2.0,76386.91428571429,23662.0
690,1017,1,1.0,95682.98113207547,30186.0
691,1018,1,5.0,69642.6338028169,30067.0
692,1019,1,1.0,93624.07692307694,28905.0
693,1020,1,11.0,98295.96875,21968.8
694,1021,1,1.0,81482.8,22135.0
695,1022,1,2.0,114242.97727272726,23497.0
696,1023,1,3.0,86072.90566037736,23821.5
697,1024,1,4.0,116693.03278688525,28930.0
698,1025,1,1.0,106018.71698113206,29751.0
699,1026,1,3.0,94627.17307692306,23586.5
700,1027,1,1.0,81815.54929577465,22269.0
701,1028,1,2.0,100710.73214285713,23943.0
702,1029,1,2.0,78884.74647887322,23010.0
703,1030,1,1.0,102649.36363636363,22178.0
704,1031,1,2.0,76851.0985915493,19107.5
705,1032,1,1.0,70009.61971830987,21729.0
706,1033,1,1.0,82463.9,22336.66666666667
707,1034,1,1.0,101563.13461538461,28805.0
708,1035,1,2.0,92179.21153846152,28904.0
709,1036,1,1.0,83413.31818181818,22615.0
710,1037,1,1.0,114744.56818181818,23298.0
713,1040,1,3.0,106850.81132075473,41352.0
714,1041,1,1.0,95827.35,23581.5
715,1042,1,1.0,81770.12121212122,27162.0
716,1043,1,1.0,84324.28571428571,30653.5
717,1044,1,1.0,105850.22413793103,23860.0
719,1047,1,3.0,105582.90909090909,22406.0
720,1052,1,1.0,98641.01785714287,24457.5
722,1054,1,1.0,85930.62121212122,23832.33333333333
723,1055,1,1.0,84661.81818181818,22149.0
724,1056,1,7.0,76987.83333333331,24013.5
726,1059,1,2.0,99031.58490566038,30263.0
727,841,13,9.0,94059.39655172414,24145.66666666667
728,842,13,5.0,105299.82142857145,24886.0
729,843,13,6.0,104179.75,21396.0
730,844,13,11.0,94782.43103448275,23375.0
731,845,13,10.0,92440.63793103448,21618.0
732,846,13,9.0,82576.28125,26615.0
733,847,13,6.0,210182.3142857143,24633.5
734,848,13,5.0,105752.17543859649,22219.66666666667
735,849,13,5.0,102888.57692307694,23775.33333333333
736,850,13,5.0,98376.43333333332,20810.666666666668
737,851,13,6.0,92650.18571428572,21760.25
738,852,13,8.0,119794.75,21869.33333333333
739,853,13,6.0,92248.39622641508,21984.5
740,854,13,9.0,119139.1,31025.5
741,855,13,7.0,103427.67924528301,21209.0
742,856,13,6.0,107402.3090909091,22361.0
743,857,13,11.0,94028.65625,21462.0
744,858,13,5.0,106953.89090909091,20253.0
745,859,13,5.0,78932.35211267606,21374.5
746,860,13,13.0,99756.32608695653,22314.66666666667
747,861,13,15.0,178377.3392857143,24629.5
748,862,13,13.0,104101.92857142855,20150.5
749,863,13,9.0,101333.1403508772,22486.0
750,864,13,15.0,91800.72307692307,18933.25
751,865,13,6.0,81701.94871794872,24993.0
752,866,13,10.0,79640.82857142857,21121.5
753,867,13,16.0,111774.67857142855,25035.25
754,868,13,4.0,98477.05769230767,25217.5
755,869,13,12.0,82646.11940298507,20622.0
756,870,13,9.0,88461.63768115944,19949.0
757,871,13,5.0,122235.79545454546,20677.5
758,872,13,4.0,90771.47169811321,22161.0
759,873,13,8.0,123202.93220338985,30272.0
760,874,13,2.0,101073.22641509434,20857.0
761,875,13,4.0,105614.89090909091,20731.0
762,876,13,6.0,91923.63333333332,21100.0
763,877,13,7.0,116028.41818181818,19585.0
764,878,13,4.0,103594.32142857145,21520.0
765,879,13,3.0,89102.40845070421,22234.33333333333
766,880,13,4.0,93737.96551724136,21591.33333333333
767,881,13,5.0,106470.16071428572,21642.25
768,882,13,6.0,104067.35714285713,20076.33333333333
769,883,13,15.0,102576.52631578947,23178.25
770,884,13,3.0,90646.13636363637,19297.5
771,885,13,19.0,84289.67857142858,25331.0
772,886,13,8.0,80564.50724637683,20422.5
773,887,13,6.0,107577.48076923077,27290.5
774,890,13,8.0,88655.6,22125.66666666667
775,891,13,7.0,115366.31818181818,22753.0
